SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,LATITUDE,LONGITUDE
January-9-2018,Single Family Residential,371 Indian Hill Rd,West Tisbury,MA,2575,1840000,7,4,West Tisbury,2179,943945,1840,51,844,92,Sold,http://www.redfin.com/MA/West-Tisbury/371-Indian-Hill-Rd-02568/home/135492227,CCIMLS,21714966,41.426634,-70.68601
September-15-2017,Single Family Residential,29 Stone Meadow Ln,Hanover,MA,2339,1225000,4,4.5,Hanover,6760,30102,2003,167,181,,Sold,http://www.redfin.com/MA/Hanover/29-Stone-Meadow-Ln-02339/home/16355227,MLS PIN,72141911,42.1385311,-70.8694479
,Vacant Land,7 Phillips Ln,Norwell,MA,2061,1250000,,,,,21780,,,,,,http://www.redfin.com/MA/Norwell/7-Phillips-Ln-02061/home/76482874,,,42.140483,-70.821814
August-14-2017,Single Family Residential,7 Phillips Ln Lot Phillips,Norwell,MA,2061,1250000,4,3.5,Wildcat Hill Subdivsion,3635,21780,2017,199,344,321,Sold,http://www.redfin.com/MA/Norwell/7-Phillips-Ln-02061/unit-Phillips/home/113536471,MLS PIN,72135625,42.1403541,-70.8196233
August-4-2017,Single Family Residential,427 Main St,Norwell,MA,2061,1545000,4,3.5,Norwell,4004,1481040,1987,209,386,,Sold,http://www.redfin.com/MA/Norwell/427-Main-St-02061/home/16402848,MLS PIN,72167424,42.1587865,-70.8126003
September-28-2017,Single Family Residential,404 Main St,Amesbury,MA,1913,1375000,4,5,Point Shore,5445,44431,1840,154,253,,Sold,http://www.redfin.com/MA/Amesbury/404-Main-St-01913/home/8212114,MLS PIN,72129400,42.8434503,-70.9191293
April-4-2017,Single Family Residential,91 Pheasant Hill St,Westwood,MA,2090,1300000,4,3.5,Westwood,3654,34199,2016,331,356,,Sold,http://www.redfin.com/MA/Westwood/91-Pheasant-Hill-St-02090/home/8975376,MLS PIN,72070860,42.2076801,-71.2458477
September-25-2017,Single Family Residential,190 Arcadia Rd,Westwood,MA,2090,1175000,5,3,Westwood,3436,47405,2016,157,342,,Sold,http://www.redfin.com/MA/Westwood/190-Arcadia-Rd-02090/home/8981473,MLS PIN,72162052,42.2009068,-71.2270274
December-15-2017,Single Family Residential,141 Edgewood Rd,Westwood,MA,2090,1185000,5,2.5,Westwood,3673,13780,2015,76,323,,Sold,http://www.redfin.com/MA/Westwood/141-Edgewood-Rd-02090/home/8981287,MLS PIN,72211558,42.2041055,-71.2376767
January-12-2018,Single Family Residential,Lot 7 Morgan Farm Rd #81,Westwood,MA,2090,2395000,5,5.5,Morgan Farm Estates,6350,33615,2017,48,377,,Sold,http://www.redfin.com/MA/Westwood/81-Morgan-Farm-Rd-02090/unit-81/home/143918695,MLS PIN,72233952,42.2246775,-71.2382365
November-2-2017,Single Family Residential,1188 High St,Westwood,MA,2090,1075000,3,3,Westwood,4339,25615,2013,119,248,,Sold,http://www.redfin.com/MA/Westwood/1188-High-St-02090/home/8976438,MLS PIN,72170345,42.2106383,-71.2328962
August-28-2017,Single Family Residential,28 Eastmount Rd,Medfield,MA,2052,1170000,6,5,Medfield,4696,20006,1999,185,249,,Sold,http://www.redfin.com/MA/Medfield/28-Eastmount-Rd-02052/home/11719886,MLS PIN,72167573,42.1838914,-71.2894161
January-25-2018,Single Family Residential,161 Farm St,Dover,MA,2030,2145000,5,4.5,Dover,5300,124575,2015,35,405,,Sold,http://www.redfin.com/MA/Dover/161-Farm-St-02030/home/55108020,MLS PIN,72235283,42.2170472,-71.3212455
February-28-2018,Single Family Residential,290 Burgess Ave,Westwood,MA,2090,1664200,5,5.5,Westwood,6300,64394,2017,1,264,,Sold,http://www.redfin.com/MA/Westwood/290-Burgess-Ave-02090/home/8969778,MLS PIN,72238136,42.2135894,-71.2463076
July-14-2017,Single Family Residential,188 Hillside St,Milton,MA,2186,2500000,7,5.5,Blue Hills,7600,199504,1988,230,329,,Sold,http://www.redfin.com/MA/Milton/188-Hillside-St-02186/home/8935897,MLS PIN,72106491,42.225922,-71.076239
August-3-2017,Single Family Residential,2 Jill Kathleen Ln,Milton,MA,2186,1175000,4,3.5,Milton,3500,11394,2016,210,336,,Sold,http://www.redfin.com/MA/Milton/2-Jill-Kathleen-Ln-02186/home/108520097,MLS PIN,72049091,42.2460254,-71.0676437
January-25-2018,Single Family Residential,43 Forest St,Milton,MA,2186,1780000,4,4.5,Blue Hills,7469,85813,2010,35,238,,Sold,http://www.redfin.com/MA/Milton/43-Forest-St-02186/home/8936025,MLS PIN,72169784,42.222247,-71.078994
June-16-2017,Single Family Residential,10 Thorney Meadow Way,Hanover,MA,2339,1162000,5,5.5,Homestead Estates connects to Stone Meadow Estates,6372,33527,1996,258,182,,Sold,http://www.redfin.com/MA/Hanover/10-Thorney-Meadow-Way-02339/home/16351614,MLS PIN,72159608,42.1346798,-70.8804584
May-26-2017,Single Family Residential,154 Rawson Rd,Brookline,MA,2445,1945000,4,2.5,Brookline,2802,7501,1996,279,694,,Sold,http://www.redfin.com/MA/Brookline/154-Rawson-Rd-02445/home/11475707,MLS PIN,72142630,42.3352418,-71.1353029
June-2-2017,Single Family Residential,21 Lowell Rd,Brookline,MA,2445,1775000,5,3.5,Brookline,2573,7195,1927,272,690,,Sold,http://www.redfin.com/MA/Brookline/21-Lowell-Rd-02445/home/11471492,MLS PIN,72130577,42.3342698,-71.1282546
January-18-2018,Single Family Residential,56 Beals St,Brookline,MA,2446,1720000,4,2.5,Brookline,1899,3071,1905,42,906,,Sold,http://www.redfin.com/MA/Brookline/56-Beals-St-02446/home/11447999,MLS PIN,72247009,42.3463376,-71.1243439
October-27-2017,Single Family Residential,29 Gorham Ave,Brookline,MA,2445,2025000,7,3,Brookline Hills,3221,10452,1900,125,629,,Sold,http://www.redfin.com/MA/Brookline/29-Gorham-Ave-02445/home/11471053,MLS PIN,72228941,42.3334662,-71.1258895
August-31-2017,Single Family Residential,55 Welland Rd,Brookline,MA,2445,1976000,5,3,Brookline,2621,7100,1930,182,754,,Sold,http://www.redfin.com/MA/Brookline/55-Welland-Rd-02445/home/11471777,MLS PIN,72179425,42.3346561,-71.1289532
November-17-2017,Single Family Residential,9 Andrew St,Cambridge,MA,2139,1100000,3,2,Cambridge,1504,3400,1873,104,731,,Sold,http://www.redfin.com/MA/Cambridge/9-Andrew-St-02139/home/11569038,MLS PIN,72231683,42.3619214,-71.1117689
November-3-2017,Single Family Residential,13 Gardner Rd,Cambridge,MA,2139,1300000,7,2,Central Square,2222,3600,1873,118,585,,Sold,http://www.redfin.com/MA/Cambridge/13-Gardner-Rd-02139/home/11557867,MLS PIN,72227241,42.3708879,-71.0994408
,Condo/Co-op,283 Brookline St #283,Cambridge,MA,2139,1250000,3,2.5,,1665,,1996,,751,,,http://www.redfin.com/MA/Cambridge/283-Brookline-St-02139/unit-283/home/11559834,,,42.3572109,-71.1083226
November-29-2017,Single Family Residential,33 Kinnaird St,Cambridge,MA,2139,2200000,5,3.5,Riverside,3272,3400,2017,92,672,,Sold,http://www.redfin.com/MA/Cambridge/33-Kinnaird-St-02139/home/11568006,MLS PIN,72241569,42.3656245,-71.1092824
August-1-2017,Single Family Residential,147 Magazine St,Cambridge,MA,2139,1600000,4,2.5,Cambridge,3082,2934,1897,212,519,,Sold,http://www.redfin.com/MA/Cambridge/147-Magazine-St-02139/home/11560460,MLS PIN,72178422,42.358278,-71.1123931
,Single Family Residential,49 Worthington Rd,Brookline,MA,2446,3800000,5,6.5,,6632,24185,1920,,573,,,http://www.redfin.com/MA/Brookline/49-Worthington-Rd-02446/home/11442126,,,42.349428,-71.1136344
December-7-2017,Single Family Residential,334 Kent St,Brookline,MA,2446,2300000,5,3.5,Brookline,4384,10685,1939,84,525,,Sold,http://www.redfin.com/MA/Brookline/334-Kent-St-02446/home/11458726,MLS PIN,72224914,42.3422772,-71.1137273
July-31-2017,Single Family Residential,53 Brook St,Brookline,MA,2445,1600000,6,3,Brookline Village,2855,9999,1897,213,560,,Sold,http://www.redfin.com/MA/Brookline/53-Brook-St-02445/home/11462550,MLS PIN,72182288,42.3360865,-71.1155377
September-27-2017,Single Family Residential,5 Fairview Ave,Westport,MA,2791,1125000,4,2,Westport Point,3000,130680,1958,155,375,,Sold,http://www.redfin.com/MA/Westport/5-Fairview-Ave-02790/home/14792425,MLS PIN,72193278,41.5277576,-71.0789588
January-16-2018,Single Family Residential,19 Rushmore St,Boston,MA,2135,1195000,5,3.5,Brighton,3001,10752,1920,44,398,,Sold,http://www.redfin.com/MA/Brighton/19-Rushmore-St-02135/home/9035918,MLS PIN,72251665,42.3461849,-71.15569
November-1-2017,Single Family Residential,29 Reservoir Ave,Newton,MA,2467,1613800,4,3.5,Chestnut Hill Historic District,2384,15875,1924,120,677,,Sold,http://www.redfin.com/MA/Chestnut-Hill/29-Reservoir-Ave-02467/home/11463708,MLS PIN,72239463,42.3327457,-71.1662264
July-28-2017,Single Family Residential,5 Patrick's Way,Hingham,MA,2043,1280000,4,4,Upper Gardner,3455,62651,2012,216,370,,Sold,http://www.redfin.com/MA/Hingham/5-Patricks-Way-02043/home/53512227,MLS PIN,72174962,42.1762977,-70.8990146
December-8-2017,Single Family Residential,495 Main St,Hingham,MA,2043,1125000,4,2.5,Hingham,3380,69185,1852,83,333,,Sold,http://www.redfin.com/MA/Hingham/495-Main-St-02043/home/16363040,MLS PIN,72217611,42.2232567,-70.8876173
October-25-2017,Single Family Residential,36 Draper Ave,Arlington,MA,2474,1185000,4,1.5,Arlington,2128,10560,1893,127,557,,Sold,http://www.redfin.com/MA/Arlington/36-Draper-Ave-02474/home/8425234,MLS PIN,72234088,42.4237614,-71.1505377
March-29-2017,Single Family Residential,34 Grant St,Lexington,MA,2420,1400000,6,4.5,Merriam Hill,3507,28871,1880,337,399,,Sold,http://www.redfin.com/MA/Lexington/34-Grant-St-02420/home/8564951,MLS PIN,72106097,42.448737,-71.224385
August-10-2017,Single Family Residential,2 Grey Oaks Cir #2,Lexington,MA,2421,1310000,4,4.5,LINCOLN WOODS,3821,,2017,203,343,539,Sold,http://www.redfin.com/MA/Lexington/2-Grey-Oaks-Cir-02421/unit-2/home/143133814,MLS PIN,72105948,42.4286907,-71.2280234
August-28-2017,Single Family Residential,18 Lexington Ave,Lexington,MA,2421,1915000,4,4.5,Lexington,4900,15592,2017,185,391,,Sold,http://www.redfin.com/MA/Lexington/18-Lexington-Ave-02421/home/110073880,MLS PIN,72145359,42.430407,-71.2137827
October-18-2017,Single Family Residential,15 Grey Oaks Cir #15,Lexington,MA,2421,1470000,4,4.5,LINCOLN WOODS,4260,,2017,134,345,560,Sold,http://www.redfin.com/MA/Lexington/15-Grey-Oaks-Cir-02421/unit-15/home/138683392,MLS PIN,72124057,42.4286907,-71.2280234
September-25-2017,Single Family Residential,1536 Massachusetts Ave,Lexington,MA,2421,2000000,5,4.5,Lexington,5943,22651,1895,157,337,,Sold,http://www.redfin.com/MA/Lexington/1536-Massachusetts-Ave-02420/home/11381594,MLS PIN,72091122,42.445727,-71.222821
November-3-2017,Single Family Residential,11 Byron Ave,Lexington,MA,2420,2200000,6,5,Lexington,5200,29295,2017,118,423,,Sold,http://www.redfin.com/MA/Lexington/11-Byron-Ave-02420/home/8553710,MLS PIN,72186683,42.4361355,-71.2100574
December-20-2017,Single Family Residential,19 Allen St,Lexington,MA,2421,1130000,4,2.5,Lexington,2690,30269,1974,71,420,,Sold,http://www.redfin.com/MA/Lexington/19-Allen-St-02421/home/8548157,MLS PIN,72248176,42.4267517,-71.2285107
August-15-2017,Single Family Residential,27 OAKLAND St,Lexington,MA,2420,1895000,5,3.5,MERRIAM HILL,4304,29875,1895,198,440,,Sold,http://www.redfin.com/MA/Lexington/27-Oakland-St-02420/home/8570529,MLS PIN,72188252,42.4508086,-71.2235218
September-12-2017,Single Family Residential,8 Burnham Rd,Lexington,MA,2420,2743000,5,6.5,Burnham Farms,6672,30000,2017,170,411,,Sold,http://www.redfin.com/MA/Lexington/8-Burnham-Rd-02420/home/8577208,MLS PIN,72103751,42.4619717,-71.2170942
,Single Family Residential,18 Calvin St,Lexington,MA,2420,1335000,2,1.5,,1344,6300,1952,,993,,,http://www.redfin.com/MA/Lexington/18-Calvin-St-02420/home/8584126,,,42.4737478,-71.2448459
September-14-2017,Single Family Residential,15 Solomon Pierce Rd,Lexington,MA,2420,2780000,6,6.5,Lexington,7358,36534,2006,168,378,,Sold,http://www.redfin.com/MA/Lexington/15-Solomon-Pierce-Rd-02420/home/12228210,MLS PIN,71974500,42.4414755,-71.2068376
,Single Family Residential,34 Summit Rd,Lexington,MA,2421,1290000,5,2.5,,2556,13404,1955,,505,,,http://www.redfin.com/MA/Lexington/34-Summit-Rd-02421/home/8547233,,,42.4277745,-71.2104576
July-31-2017,Single Family Residential,31 Buckman,Lexington,MA,2420,1001000,3,1.5,Follen Hill,2000,13760,1947,213,501,,Sold,http://www.redfin.com/MA/Lexington/31-Buckman-Dr-02421/home/8550329,MLS PIN,72150612,42.4288506,-71.215934
September-29-2017,Single Family Residential,52 Locust Ave,Lexington,MA,2421,1755000,5,4.5,Follen Hill,4296,13381,2001,153,409,,Sold,http://www.redfin.com/MA/Lexington/52-Locust-Ave-02421/home/8550498,MLS PIN,72199987,42.4314884,-71.2148666
November-6-2017,Single Family Residential,16 Buckman Dr,Lexington,MA,2421,1121000,3,1.5,Follen Hill,2831,13102,1950,115,396,,Sold,http://www.redfin.com/MA/Lexington/16-Buckman-Dr-02421/home/8550528,MLS PIN,72232450,42.4300902,-71.2160268
November-6-2017,Single Family Residential,18 Normandy Rd,Lexington,MA,2421,1640000,4,3.5,Woodhaven,3814,13125,2004,115,430,,Sold,http://www.redfin.com/MA/Lexington/18-Normandy-Rd-02421/home/8551814,MLS PIN,72227653,42.4302323,-71.2421776
,Single Family Residential,18 Munroe Rd,Lexington,MA,2421,1889000,5,5.5,,6625,13125,2010,,285,,,http://www.redfin.com/MA/Lexington/18-Munroe-Rd-02421/home/8551932,,,42.4301856,-71.2435466
,Single Family Residential,1106 Massachusetts Ave,Lexington,MA,2420,1200000,4,1.5,,3056,63541,1760,,393,,,http://www.redfin.com/MA/Lexington/1106-Massachusetts-Ave-02420/home/8553925,,,42.4350501,-71.2111538
August-9-2017,Single Family Residential,58 Sherburne Rd S,Lexington,MA,2421,1550000,4,3.5,Lexington,3800,15505,1970,204,408,,Sold,http://www.redfin.com/MA/Lexington/58-Sherburne-Rd-S-02421/home/8555132,MLS PIN,72170738,42.4369884,-71.2269793
August-2-2017,Single Family Residential,9 Minola Rd,Lexington,MA,2421,1540000,5,3.5,Lexington,4560,15095,1959,211,338,,Sold,http://www.redfin.com/MA/Lexington/9-Minola-Rd-02421/home/8560509,MLS PIN,72183054,42.4418108,-71.2247981
August-28-2017,Single Family Residential,6 Loring Rd,Lexington,MA,2421,1225000,4,2.5,Loring Hill,2784,25519,1959,185,440,,Sold,http://www.redfin.com/MA/Lexington/6-Loring-Rd-02421/home/8561215,MLS PIN,72177640,42.4411423,-71.2372817
,Single Family Residential,24 Middleby Rd,Lexington,MA,2421,2337769,2,1,,1008,30436,1948,,2319,,,http://www.redfin.com/MA/Lexington/24-Middleby-Rd-02421/home/8561704,,,42.4404926,-71.2439642
October-19-2017,Single Family Residential,93 School St,Lexington,MA,2421,1380000,5,3.5,Hastings School,3829,7452,2008,133,360,,Sold,http://www.redfin.com/MA/Lexington/93-School-St-02421/home/8562160,MLS PIN,72224348,42.4419365,-71.2517371
August-23-2017,Single Family Residential,22 Deering Ave,Lexington,MA,2421,1640000,5,4,Lexington,4300,11578,2017,190,381,,Sold,http://www.redfin.com/MA/Lexington/22-Deering-Ave-02421/home/8562395,MLS PIN,72125372,42.4438581,-71.2493937
December-28-2017,Single Family Residential,10 Welch Rd,Lexington,MA,2421,1577000,5,4.5,Lexington,3552,7500,2017,63,444,,Sold,http://www.redfin.com/MA/Lexington/10-Welch-Rd-02421/home/8566894,MLS PIN,72183586,42.4458941,-71.2498113
January-19-2018,Single Family Residential,2692 Massachusetts Ave,Lexington,MA,2421,1265000,4,3.5,Lexington,3600,15936,2017,41,351,,Sold,http://www.redfin.com/MA/Lexington/2692-Massachusetts-Ave-02421/home/8567880,MLS PIN,72220679,42.446911,-71.2547302
July-27-2017,Single Family Residential,34 Saddle Club Rd,Lexington,MA,2420,1410000,5,2.5,Saddle Club Estates,2739,,1967,217,515,,Sold,http://www.redfin.com/MA/Lexington/34-Saddle-Club-Rd-02420/home/8569614,MLS PIN,72167458,42.4531966,-71.2158412
November-30-2017,Single Family Residential,17 Somerset Rd,Lexington,MA,2420,2490000,6,5.5,Meriam Hill,6500,24212,2007,91,383,,Sold,http://www.redfin.com/MA/Lexington/17-Somerset-Rd-02420/home/8570687,MLS PIN,72235516,42.4545951,-71.2271649
August-4-2017,Single Family Residential,8 Abbott Rd,Lexington,MA,2420,1360000,3,2.5,Merriam Hill,3138,15936,1965,209,433,,Sold,http://www.redfin.com/MA/Lexington/8-Abbott-Rd-02420/home/8570759,MLS PIN,72177103,42.4521691,-71.2231274
October-16-2017,Single Family Residential,59 York St,Lexington,MA,2420,1825000,6,4.5,Merriam Hill,4574,15936,1929,136,399,,Sold,http://www.redfin.com/MA/Lexington/59-York-St-02420/home/8570771,MLS PIN,72166927,42.4547229,-71.2211318
September-7-2017,Single Family Residential,25 Hastings Rd,Lexington,MA,2421,1236000,4,3,Lexington,2898,16371,1956,175,427,,Sold,http://www.redfin.com/MA/Lexington/25-Hastings-Rd-02421/home/8571017,MLS PIN,72196720,42.4503131,-71.2417367
December-8-2017,Single Family Residential,9 BERWICK Rd,Lexington,MA,2420,1375000,4,2.5,MERRIAM HILL,3095,13000,1915,83,444,,Sold,http://www.redfin.com/MA/Lexington/9-Berwick-Rd-02420/home/8574755,MLS PIN,72242298,42.4560616,-71.2238931
January-8-2018,Single Family Residential,4 Augustus Rd,Lexington,MA,2421,1715000,5,3.5,Lexington,3400,12240,2017,52,504,,Sold,http://www.redfin.com/MA/Lexington/4-Augustus-Rd-02421/home/8576202,MLS PIN,72177410,42.460299,-71.2431289
September-7-2017,Single Family Residential,15 Augustus Rd,Lexington,MA,2421,1532900,4,4.5,Lexington,4541,18114,2011,175,338,,Sold,http://www.redfin.com/MA/Lexington/15-Augustus-Rd-02421/home/8576313,MLS PIN,72168836,42.4595793,-71.2454492
August-10-2017,Single Family Residential,186 Cedar St,Lexington,MA,2421,1948000,6,6.5,Lexington,5888,19602,2011,203,331,,Sold,http://www.redfin.com/MA/Lexington/186-Cedar-St-02421/home/11605459,MLS PIN,72148601,42.4556792,-71.250229
December-4-2017,Single Family Residential,47 Ledgelawn Ave,Lexington,MA,2420,1100000,4,2.5,Manor Section,2182,7705,1923,87,504,,Sold,http://www.redfin.com/MA/Lexington/47-Ledgelawn-Ave-02420/home/8578229,MLS PIN,72238153,42.4614664,-71.2340332
June-23-2017,Single Family Residential,171 Burlington St,Lexington,MA,2420,1425000,5,4,Lexington,4672,17050,1951,251,305,,Sold,http://www.redfin.com/MA/Lexington/171-Burlington-St-02420/home/8583336,MLS PIN,72138154,42.472797,-71.224334
September-29-2017,Single Family Residential,5 Fridolin Hl,Lincoln,MA,1773,1400000,5,4,Lincoln,4961,78527,1997,153,282,,Sold,http://www.redfin.com/MA/Lincoln/5-Fridolin-Hl-01773/home/11381947,MLS PIN,72109101,42.4300107,-71.2699507
September-5-2017,Single Family Residential,5 Seneca Rd,Canton,MA,2021,1075000,5,3.5,Algonquin Estates,4934,30013,1983,177,218,,Sold,http://www.redfin.com/MA/Canton/5-Seneca-Rd-02021/home/11830009,MLS PIN,72157224,42.192362,-71.1331309
,Single Family Residential,4 Seneca Rd,Canton,MA,2021,1080000,4,4,,3416,30100,1986,,316,,,http://www.redfin.com/MA/Canton/4-Seneca-Rd-02021/home/11830021,,,42.1932931,-71.1331309
October-31-2017,Single Family Residential,52 Northern Blvd,Newbury,MA,1951,1650000,4,2.5,Plum Island,2015,28710,1995,121,819,,Sold,http://www.redfin.com/MA/Newbury/52-Northern-Blvd-01951/home/8326915,MLS PIN,72221792,42.8027216,-70.8088596
August-29-2017,Single Family Residential,22 Low Land Farm Rd,Essex,MA,1929,1150000,4,2.5,Low Land Farm,3536,87120,2006,184,325,127,Sold,http://www.redfin.com/MA/Essex/22-Lowland-Farm-Rd-01929/unit-22/home/12419134,MLS PIN,72122493,42.62627,-70.782302
August-23-2017,Single Family Residential,75 Autumn Ln,Hamilton,MA,1982,1125750,5,3.5,Hamilton,4301,83635,1992,190,262,,Sold,http://www.redfin.com/MA/Hamilton/75-Autumn-Ln-01982/home/8234359,MLS PIN,72118847,42.6268453,-70.8296708
July-3-2017,Single Family Residential,45 Saw Mill Pond Rd,Canton,MA,2021,1503024,5,5.5,The Preserve at Canton,5422,32562,2016,241,277,,Sold,http://www.redfin.com/MA/Canton/45-Saw-Mill-Pond-Rd-02021/home/108802319,MLS PIN,72059567,42.1599009,-71.1009198
December-28-2017,Single Family Residential,10 TONY Dr,Easton,MA,2356,1000000,4,2.5,BORDER ESTATES,5100,40100,2007,63,196,,Sold,http://www.redfin.com/MA/North-Easton/10-Tony-Dr-02356/home/15997327,MLS PIN,72167970,42.0725729,-71.1371935
May-30-2017,Single Family Residential,30 Terrybrook Rd,Rehoboth,MA,2769,1115000,4,4,Terrybrook Estate,3772,528000,1972,275,296,,Sold,http://www.redfin.com/MA/Rehoboth/30-Terrybrook-Rd-02769/unit-R/home/16072852,RIS,1133781,41.8515371,-71.251913
,Single Family Residential,51 Cornell Rd,Wellesley,MA,2482,1150000,4,2.5,,2559,57935,1968,,449,,,http://www.redfin.com/MA/Wellesley/51-Cornell-Rd-02482/home/8943614,,,42.281065,-71.282059
June-28-2017,Single Family Residential,1 Colgate Rd,Needham,MA,2492,1700000,5,5.5,Needham,5600,10454,2017,246,304,,Sold,http://www.redfin.com/MA/Needham/1-Colgate-Rd-02492/home/8905237,MLS PIN,72134592,42.2892514,-71.2176975
December-15-2017,Single Family Residential,21 Lehigh Rd,Wellesley,MA,2482,1326000,4,2.5,Dana Hall,2475,20000,1961,76,536,,Sold,http://www.redfin.com/MA/Wellesley/21-Lehigh-Rd-02482/home/8978255,MLS PIN,72234642,42.2842376,-71.2828968
October-4-2017,Single Family Residential,22 Kenilworth Cir,Wellesley,MA,2482,1425000,5,4,Dana Hall,4404,15000,1945,148,324,,Sold,http://www.redfin.com/MA/Wellesley/22-Kenilworth-Cir-02482/home/8981330,MLS PIN,72160522,42.2854786,-71.2845209
July-14-2017,Single Family Residential,Lot 3 Foxhollow Dr,Hopkinton,MA,1748,1325000,5,4.5,Foxhollow,4000,30056,2016,230,331,,Sold,http://www.redfin.com/MA/Hopkinton/Lot-3-Foxhollow-Dr-01748/home/108574352,MLS PIN,72054527,42.2287065,-71.5225638
,Single Family Residential,Hiawatha Trl,Holliston,MA,1746,1011934,4,3.5,,4091,40511,2016,,247,,,http://www.redfin.com/MA/Holliston/Hiawatha-Trl-01746/home/109892206,,,42.2347773,-71.420627
August-8-2017,Single Family Residential,652 Washington St,Wellesley,MA,2482,2100000,4,4.5,Wellesley,5000,14577,2016,205,420,,Sold,http://www.redfin.com/MA/Wellesley/652-Washington-St-02482/home/110082873,MLS PIN,72171090,42.2915839,-71.2964763
September-8-2017,Single Family Residential,27 Winslow Rd,Needham,MA,2492,1150000,4,2.5,Needham,2827,10019,1987,174,407,,Sold,http://www.redfin.com/MA/Needham/27-Winslow-Rd-02492/home/11486382,MLS PIN,72183919,42.2881746,-71.2678985
September-26-2017,Single Family Residential,49 Pheasant Landing Rd,Needham,MA,2492,1450000,5,4.5,Needham,4454,71003,1992,156,326,,Sold,http://www.redfin.com/MA/Needham/49-Pheasant-Landing-Rd-02492/home/8943744,MLS PIN,72161547,42.2723813,-71.2824395
November-6-2017,Single Family Residential,86 Winding River Rd,Needham,MA,2492,1400000,6,3.5,Needham,4752,63162,1959,115,295,,Sold,http://www.redfin.com/MA/Needham/86-Winding-River-Rd-02492/home/8944170,MLS PIN,72218231,42.2717085,-71.2952835
December-14-2017,Single Family Residential,12 Sabrina Rd,Wellesley,MA,2482,1451500,4,3.5,Dana Hall,3405,18000,1934,77,426,,Sold,http://www.redfin.com/MA/Wellesley/12-Sabrina-Rd-02482/home/8984058,MLS PIN,72242518,42.279385,-71.291058
August-18-2017,Single Family Residential,21 Starr Rdg,Needham,MA,2492,1400000,4,5,Needham,5532,46609,1998,195,253,,Sold,http://www.redfin.com/MA/Needham/21-Starr-Rdg-02492/home/8944923,MLS PIN,72137666,42.2721704,-71.2670505
June-29-2017,Single Family Residential,94 Brook St,Wellesley,MA,2482,1385000,4,2.5,Wellesley,2508,19560,1928,245,552,,Sold,http://www.redfin.com/MA/Wellesley/94-Brook-St-02482/home/8977823,MLS PIN,72137625,42.2931079,-71.28234
,Vacant Land,148 Weston Rd,Wellesley,MA,2482,1250000,4,2,,1309,35967,1852,,955,,,http://www.redfin.com/MA/Wellesley/148-Weston-Rd-02482/home/8991252,,,42.2974305,-71.3013641
May-25-2017,Single Family Residential,145 Winding Riv,Needham,MA,2492,2350000,5,5.5,Needham,6346,74923,2013,280,370,,Sold,http://www.redfin.com/MA/Needham/145-Winding-River-Rd-02492/home/8944143,MLS PIN,72131620,42.272998,-71.2932442
August-4-2017,Single Family Residential,5 Turtle Ln,Dover,MA,2030,1316500,2,2,Dover,2782,65340,1956,209,473,,Sold,http://www.redfin.com/MA/Dover/5-Turtle-Ln-02030/home/11706086,MLS PIN,72175293,42.2707259,-71.3002969
,Single Family Residential,18 Elizabeth Rd,Hopkinton,MA,1748,1250000,4,4,,4175,46677,2012,,299,,,http://www.redfin.com/MA/Hopkinton/18-Elizabeth-Rd-01748/home/44633179,,,42.208252,-71.57971
September-13-2017,Single Family Residential,3 Olde Hickory Path,Westborough,MA,1581,1450000,4,4,Woodland Preserve,5257,57744,2006,169,276,,Sold,http://www.redfin.com/MA/Westborough/3-Olde-Hickory-Path-01581/home/16631345,MLS PIN,72156754,42.2530804,-71.6469861
December-6-2017,Single Family Residential,8 Olde Hickory Path,Westborough,MA,1581,1600000,5,5,Woodland Preserve,5925,51465,2005,85,270,,Sold,http://www.redfin.com/MA/Westborough/8-Olde-Hickory-Path-01581/home/16632074,MLS PIN,72237536,42.254746,-71.6471542
,Single Family Residential,16 Quick Farm Rd,Westborough,MA,1581,1224000,4,3.5,,4383,57508,2017,,279,,,http://www.redfin.com/MA/Westborough/16-Quick-Farm-Rd-01581/home/67975733,,,42.23456,-71.630552
January-12-2018,Single Family Residential,6 Loew Cir,Milton,MA,2186,1040000,4,3,Milton,3086,40201,1995,48,337,,Sold,http://www.redfin.com/MA/Milton/6-Loew-Cir-02186/home/8902676,MLS PIN,72235332,42.2538367,-71.106716
November-3-2017,Single Family Residential,49 Columbine Rd,Milton,MA,2186,1130000,5,5,Columbine Neighborhood,2836,34943,1948,118,398,,Sold,http://www.redfin.com/MA/Milton/49-Columbine-Rd-02186/home/8913765,MLS PIN,72223711,42.2644361,-71.0830416
September-14-2017,Single Family Residential,780 Canton Ave,Milton,MA,2186,1400000,4,4.5,Milton,4281,41175,1957,168,327,,Sold,http://www.redfin.com/MA/Milton/780-Canton-Ave-02186/home/8933486,MLS PIN,72163536,42.2474805,-71.0891696
December-20-2017,Single Family Residential,1031 Metropolitan Ave,Milton,MA,2186,1050000,4,3.5,Brush Hill Rd,3684,40000,1939,71,285,,Sold,http://www.redfin.com/MA/Milton/1031-Metropolitan-Ave-02186/home/11826882,MLS PIN,72217728,42.2509654,-71.1085281
